ilju_a,ilju_b,케미_점수,케미_타입,종합_분석,연애_스타일,주의_포인트,럭키_데이트,생성시각
丙寅(병인),辛未(신미),95,자석 케미,뜨거운 태양 병화와 반짝이는 보석 신금이 만난 '병신합' 그 자체! 서로에게 첫눈에 감겨버리는 자석 같은 인력이에요. 신미의 차분함이 병인의 열정을 더 빛나게 해주는 갓벽한 밸런스! 서로의 부족한 점을 찰떡같이 채워주는 텐션 세계관이라 만날수록 시너지가 미쳤어요.,화려한 핫플 데이트와 아늑한 힐링 모먼트가 공존하는 스타일! 병인이 리드하고 신미가 센스 있게 맞장구치니 데이트 바이브가 언제나 폼 미쳤음.,병인의 직진 본능과 신미의 섬세함이 부딪힐 땐 잠시 쉼표! 서로의 속도 차이를 인정해 주는 '배려 챌린지'만 성공하면 평생 소울메이트 각이에요.,"야경 루프탑 바, 프라이빗 전시회, LP 카페",2026-03-07 00:11:45
丙寅(병인),丙子(병자),88,단짠 밸런스,뜨거운 태양 병화끼리 만나 텐션 폭발! 하지만 속은 완전 달라요. 숲속의 호랑이 병인과 호수 위 태양 병자가 만나 서로의 온도를 딱 맞춰주는 갓벽 밸런스! 병인의 추진력에 병자의 유연함이 더해지니 연애 세계관 확장이 무한대예요. 서로의 매력에 스며드는 속도가 미쳤습니다.,낮에는 핫플 부수고 밤에는 감성 토크하는 다이내믹 바이브! 병인의 열정과 병자의 차분한 무드가 만나 지루할 틈 없는 데이트 코스가 완성돼요.,둘 다 자기주장이 확실할 땐 '가위바위보'로 결정하는 귀여운 여유가 필요해요! 서로의 다름을 '새로운 장르'로 즐기면 평생 찐사랑 확정!,"한강 선셋 피크닉, 수영장 파티, 심야 드라이브",2026-03-07 00:12:32
丙寅(병인),辛巳(신사),82,운명적 끌림,태양 병화와 보석 신금이 만나 서로를 미치게 빛내주는 '병신합' 모드! 병인의 폭발적인 추진력과 신사의 세련된 감각이 만나면 연애 텐션이 수직 상승해요. 서로의 아우라에 홀린 듯 감겨버리는 자석 같은 케미라 한번 빠지면 헤어 나오기 힘든 소울메이트 각입니다.,"화려함 그 자체! 남들 시선 따위 신경 안 쓰는 당당한 연애 바이브예요. 명품 팝업 스토어나 세상 힙한 전시회에서 커플샷 찍으면 인스타 박제 각, 시너지 미쳤다!",둘 다 에너지가 뿜뿜할 때 가끔 스파크가 튈 수 있어요. 그럴 땐 서로의 열정을 리스펙트해 주는 '칭찬 릴레이'로 부드럽게 넘겨주면 찐사랑 지수 무한대!,"팝업 스토어 투어, 재즈 바, 파인 다이닝",2026-03-07 00:13:13
丙寅(병인),丙戌(병술),98,풀악셀 케미,불꽃 태양 병화끼리 만나 텐션 세계관 최강자 등극! 인목과 술토가 만나 '인술 합'을 이루니 서로의 에너지를 무한 증폭시키는 운명적 조합이에요. 같이 있으면 아이디어가 샘솟고 자신감이 뿜뿜해서 세상을 다 가진 기분! 서로의 열정을 가장 잘 이해하는 최고의 지원군이자 찐사랑 소울메이트 각입니다.,에너지 소모 100% 찍는 고출력 연애 바이브! 같이 운동을 하거나 핫플을 격파하는 액티브한 데이트가 일상이에요. 서로 주접 배틀하느라 웃음 끊길 일 없는 분위기!,둘 다 에너지가 너무 뜨거워서 가끔 과부하가 올 수 있어요! '오늘은 집에서 넷플릭스만 보자' 같은 릴랙스 타임을 정해두면 연애 텐션이 더 오래오래 유지될 거예요.,"러닝 크루 활동, 캠핑 불멍, 테마파크 투어",2026-03-07 00:13:59
丙寅(병인),辛卯(신묘),94,보석함 케미,태양 병화와 보석 신금이 만난 '병신합'의 정석! 병인의 따스한 에너지가 신묘의 섬세한 매력을 무대 주인공처럼 빛내줘요. 인목과 묘목이 만나 싱그러운 숲을 이루니 같이만 있어도 힐링 에너지가 풀충전되는 소울메이트 각! 서로의 감성을 찰떡같이 알아채는 텐션 세계관이 정말 매력적이에요.,감성 사진 오백 장 찍는 로맨틱 바이브! 병인의 화끈한 리드와 신묘의 트렌디한 센스가 만나면 어딜 가든 주인공 등극이에요. 몽글몽글하고 힙한 분위기가 공존하는 스타일!,가끔 병인의 에너지가 너무 뜨거워 신묘가 수줍어할 수 있어요! 서로의 '퍼스널 스페이스'를 리스펙트해 주는 센스만 발휘한다면 시너지 미쳤다 소리 절로 나올 거예요.,"플라워 원데이 클래스, 식물원 카페, 감성 숙소 호캉스",2026-03-07 00:14:51
丙寅(병인),丙申(병신),85,다이내믹 커플,태양 두 개가 만난 역대급 화력! 뜨거운 병인과 힙한 병신이 만나면 텐션 세계관이 무한 확장돼요. 서로 다른 매력의 에너지가 충돌하며 매번 새로운 스파크를 일으키는 성장형 케미! 지루할 틈 없는 짜릿한 밀당 천재들의 만남이라 서로의 자존감을 무지성으로 끌어올려 주는 시너지 미쳤다!,어딜 가나 주인공이 되는 갓생 커플 바이브! 서로의 일상을 릴스로 담아내느라 바쁜 에너제틱한 분위기예요. 칭찬 감옥에 가두는 주접 배틀이 일상!,둘 다 에너지가 풀악셀이라 가끔은 과열될 수 있어요! 그럴 땐 서로의 다름을 '새로운 장르'로 리스펙트해 주는 쿨다운 타임만 가져도 찐사랑 각!,"테니스 데이트, 팝업 스토어 투어, 스포츠 직관",2026-03-07 00:15:42
丙寅(병인),辛丑(신축),89,자석 케미,뜨거운 태양 병화와 반짝이는 보석 신금이 만난 '병신합'의 정석! 서로 다른 매력에 홀린 듯 감겨버리는 자석 같은 인력이에요. 병인의 파워풀한 에너지와 신축의 은은한 우아함이 만나면 연애 텐션이 아주 힙해져요. 서로의 부족한 감성을 찰떡같이 채워주는 소울메이트 각이라 시너지 미쳤다!,화끈한 리드와 섬세한 챙김이 공존하는 다정한 바이브! 낮에는 힙한 핫플 부수고 밤에는 진지한 미래 계획 세우는 갓생 커플 스타일이에요.,병인의 직진 본능과 신축의 신중함이 부딪힐 땐 '밀당 천재' 모드 발동! 서로의 속도 차이를 '성장형 자극'으로 즐기면 찐사랑 지수 무한대예요.,"와인 바 투어, 도자기 공방, 야경 드라이브",2026-03-07 00:16:35
丙寅(병인),丙午(병오),98,활활 불꽃 케미,태양과 태양이 만난 역대급 저세상 텐션! 병인 일주의 따뜻한 땔감(木)이 병오 일주의 강력한 화력을 제대로 서포트하는 형국이에요. 두 사람 모두 뒤끝 없는 쿨함 그 자체라 만나기만 해도 긍정 에너지가 풀충전되는 시너지 미친 조합! 소울메이트 각 제대로 섰네요.,어딜 가나 주인공이 되는 핫가이&핫걸 커플! 힙한 팝업 스토어나 페스티벌에서 텐션 폭발하는 데이트를 즐기며 서로의 존재감을 빛내주는 화려한 바이브예요.,둘 다 에너지가 너무 핫해서 가끔은 열기를 식히는 쿨다운 타임이 필요해요! 서로의 열정을 존중하면서 가끔은 차분하게 대화하면 더 완벽한 갓벽 커플 완성!,"뮤직 페스티벌, 야간 드라이브, 루프탑 바",2026-03-07 00:17:20
丙寅(병인),辛亥(신해),95,자석 밀착 케미,태양 같은 병인과 보석 같은 신해가 만난 '병신합' 시너지 미쳤다! 서로의 부족한 기운을 찰떡같이 채워주는 운명적 이끌림이 있어요. 뜨거운 열정과 쿨한 감성이 섞여서 질릴 틈 없는 텐션 세계관을 구축 중! 한 번 빠지면 못 헤어 나오는 찐사랑 바이브 그 자체입니다.,화려한 도심 데이트부터 딥한 새벽 감성 대화까지 다 되는 올라운더 커플! 서로를 바라볼 때 눈에서 꿀 떨어지는 연애 온도 100도씨 유지 중이에요.,"가끔씩 불타오르는 감정 속도가 다를 수 있으니, 서로의 템포를 맞춰주는 '천천히 스며들기' 스킬만 발휘하면 갓벽한 소울메이트 등극!","야경 시티투어, 인피니티 풀, 와인 바",2026-03-07 00:18:07
丙寅(병인),丙辰(병진),88,태양광 케미,태양과 태양이 만난 '광합성' 그 자체인 궁합! 병인의 숲 같은 에너지가 병진의 비옥한 땅을 만나 꽃을 피우는 형국이라 시너지 미쳤다! 서로를 너무 잘 알아서 말 안 해도 통하는 텔레파시 텐션이 폭발해요. 만나기만 해도 세상이 환해지는 소울메이트 각!,보는 사람도 기분 좋아지는 무한 긍정 바이브! 같이 맛집 탐방하고 인생샷 건져주는 힙한 데이트를 즐기는 모습이 완전 인스타 감성 커플이에요.,둘 다 너무 뜨거운 열정파라 가끔은 '에어컨 타임'이 필요해요! 서로의 자존심을 리스펙트해 주면서 칭찬 배틀만 이어가면 연애 세계관 최강자 확정!,"루프탑 카페, 테니스 데이트, 팝업 스토어",2026-03-07 00:18:53
丙寅(병인),辛酉(신유),92,자석 밀당 케미,태양 같은 병인과 다이아몬드 같은 신유가 만난 '병신합' 텐션 세계관! 불과 금의 만남이라 뜨겁게 녹아드는 시너지 미쳤다! 서로의 결이 너무 달라서 오히려 미친 듯이 끌리는 마성의 자석 조합이에요. 서로가 서로에게 연예인 같은 존재가 되어주는 화려한 궁합 그 자체!,화려한 명품관 투어나 힙한 오마카세 데이트가 찰떡! 서로의 비주얼에 감탄하며 칭찬 감옥에 가두는 고자극 바이브가 일상이에요.,"병인의 뜨거운 열정과 신유의 쿨한 정교함이 부딪힐 땐 '맞다, 우린 원래 반대라 더 끌렸지!' 하고 서로의 다름을 힙하게 인정하면 게임 끝!","호캉스, 편집숍 쇼핑, 파인 다이닝",2026-03-07 00:19:34
丁卯(정묘),丙寅(병인),96,인간 난로 케미,밤하늘의 별(정묘)과 낮의 태양(병인)이 만난 역대급 광채 시너지! 두 사람 다 나무(木)의 든든한 지원을 받는 불꽃 에너지라 서로를 보는 것만으로도 도파민이 폭발해요. 따뜻하고 포근한 정묘의 감성과 병인의 화끈한 추진력이 만나면 세상 어디에도 없는 무적의 소울메이트 각 완성!,"서로의 댕댕이 같은 매력에 푹 빠지는 스타일! 낮에는 병인의 리드로 힙플 정복하고, 밤에는 정묘의 갬성으로 딥토크 나누는 텐션 세계관 끝판왕이에요.","둘 다 에너지가 핫해서 가끔 감정이 앞설 수 있지만, 이건 다 너무 사랑해서 생기는 열정! 서로의 말을 끝까지 들어주는 '리스닝 타임'만 가지면 찐사랑 보장!","불멍 캠핑, 심야 영화, 소품샵 투어",2026-03-07 00:20:14
丁卯(정묘),辛未(신미),92,감성 장인 케미,섬세한 촛불 정묘와 보석 같은 신미가 만난 예술적 텐션! 미토와 묘목이 만나 '해묘미' 시너지를 내니 서로의 부족함을 채워주는 소울메이트 각이에요. 따뜻한 정묘가 신미의 날카로움을 부드럽게 감싸 안으며 몽글몽글한 애정 전선을 형성하는 환상의 짝꿍!,무드 있는 카페에서 서로 인생샷 찍어주는 감성 충만 스타일! 조용하면서도 깊이 있는 대화로 밤새는 줄 모르는 은은한 텐션이 미쳤다!,둘 다 예민한 감수성의 소유자라 가끔은 서운함이 쌓일 수 있어요. '나 이거 서운해!'라고 쿨하게 말하는 솔직함 한 스푼만 더하면 찐사랑 유지 가능!,"미술관 관람, 도자기 공방, 재즈바",2026-03-07 00:21:02
丁卯(정묘),丙子(병자),82,단짠단짠 케미,"밤하늘의 별(정묘)과 호수 위 태양(병자)이 만난 역대급 비주얼 조합! 정묘의 부드러운 목(木) 기운이 병자의 열정을 서포트하면서도, 병자의 촉촉한 수(水) 기운이 서로를 자극하는 밀당 천재들의 만남이에요. 서로의 개성이 뚜렷해서 만날 때마다 새로운 에피소드가 터지는 텐션 세계관 최강자들!",낮에는 쿨한 친구 같다가 밤에는 감성 폭발하는 반전 바이브! 힙한 전시회를 보며 영감을 나누거나 새벽까지 딥토크를 즐기는 '갬성 충만' 데이트가 일상이에요.,"가끔은 불꽃 튀는 고집이 생길 수 있지만, 이건 서로에게 더 완벽해지고 싶은 애정의 증거! 솔직한 마음을 귀엽게 플렉스하면 시너지 미쳤다!","미디어 아트 전시, 심야 드라이브, LP바",2026-03-07 00:21:49
丁卯(정묘),辛巳(신사),85,블링블링 케미,섬세한 촛불 정묘와 화려한 보석 신사가 만난 고자극 텐션 세계관! 정묘의 따뜻한 불꽃이 신사의 광채를 더욱 빛나게 해주는 찰떡 시너지가 미쳤다! 서로의 유니크한 감각을 알아봐 주는 소울메이트 각이라 같이 있을 때 자존감 팍팍 올라가는 찐사랑 조합이에요.,보는 눈 높은 미감 천재들의 만남! 힙한 편집숍이나 갤러리 데이트에서 서로의 스타일을 칭찬하며 인생샷 남겨주는 럭셔리하고 우아한 바이브예요.,둘 다 섬세해서 가끔 말 한마디에 생각 많아질 수 있음! '그냥 좋아서 하는 말이야~' 같은 애정 표현 자주 해주면 밀당 천재에서 찐사랑 안착 가능!,"명품 팝업 스토어, 프라이빗 다이닝, 향수 공방",2026-03-07 00:22:38
丁卯(정묘),丙戌(병술),92,불꽃 시너지,섬세하고 따뜻한 촛불 같은 정묘와 태양처럼 에너지 넘치는 병술의 만남! 두 사람 모두 화(火) 기운을 품고 있어 첫 만남부터 스파크 튀는 '갓벽' 텐션을 자랑해요. 병술의 든든한 보호 본능과 정묘의 감각적인 무드가 만나면 서로의 일상에 역대급 영감을 불어넣는 힙한 소울메이트 각!,"서로의 매력을 무한 리스펙하는 칭찬 감옥 바이브! 화려한 핫플 데이트부터 감성 가득한 심야 대화까지, 연애 세포가 쉴 틈 없는 도파민 파티 스타일이에요.",둘 다 에너지가 뜨거워서 가끔 감정이 과부하될 수 있어요. 그럴 땐 잠시 각자의 '동굴 타임'을 존중해 주면 다시 애정 지수 풀충전 완료!,"LP 바 투어, 야경 루프탑, 팝업스토어",2026-03-07 00:23:19
丁卯(정묘),辛卯(신묘),88,미니멀 힙 케미,"섬세한 촛불 정묘와 시크한 보석 신묘의 만남! 두 사람 모두 귀염뽀짝한 '묘(卯)' 에너지를 공유해서 통하는 게 미쳤어요. 신묘의 쿨한 바이브를 정묘의 따뜻함이 녹여주는 구조라, 알콩달콩하면서도 세련된 연애 텐션이 폭발하는 중! 서로의 취향을 기가 막히게 알아봐 주는 소울메이트 각입니다.",감성 한 스푼 얹은 전시회 데이트나 힙한 와인바가 잘 어울리는 스타일. 서로의 오오티디(OOTD)를 체크해주며 시너지를 내는 패셔너블한 커플 바이브예요.,둘 다 예민한 촉이 발달한 편! 가끔씩 찾아오는 뾰족한 기분은 서로를 향한 직진 플러팅으로 승화시키면 텐션 유지 쌉가능입니다.,"편집숍 투어, 야간 드라이브, 가구 쇼룸",2026-03-07 00:24:05
丁卯(정묘),丙申(병신),82,스파크 텐션,섬세한 감성 장인 정묘와 화끈한 직진 리더 병신의 만남! 불(火)의 기운을 공유하면서도 서로 다른 바이브를 가져서 지루할 틈 없는 '텐션 세계관'을 구축해요. 병신의 추진력이 정묘의 아이디어를 현실로 만들어주는 상호보완적 시너지가 미쳤다! 서로를 채워주며 성장하는 갓벽한 조합이에요.,보는 사람도 설레는 하이틴 로코 재질! 병신의 화려한 리드와 정묘의 다정함이 섞여 힙한 핫플 정복부터 심도 깊은 새벽 카톡까지 스펙트럼 넓은 연애를 즐깁니다.,"가끔 서로의 불꽃이 튈 땐 한 명은 쿨링 타임을 가져주는 센스! 솔직함도 좋지만 예쁜 말로 필터링하면 애정 전선 이상 무, 찐사랑 유지 가능!","페스티벌 직관, 야경 드라이브, 테마파크",2026-03-07 00:24:47
丁卯(정묘),辛丑(신축),85,갓벽 보완 커플,"따뜻한 촛불 정묘와 시크하고 단단한 보석 신축의 만남! 불(火)과 금(金)의 만남이라 처음엔 긴장감 넘치는 텐션이 폭발하지만, 알면 알수록 서로를 빛나게 해주는 '제련 케미'예요. 정묘의 다정함이 신축의 차가운 내면을 녹이고, 신축의 듬직함이 정묘의 상상력을 현실로 끌어주는 시너지가 미쳤다!","감성과 갓생이 공존하는 바이브! 한 명은 계획하고 한 명은 낭만을 챙기니, 여행 갈 때나 데이트할 때 밸런스가 완벽한 정석 커플 스타일이에요.","둘 다 은근한 고집쟁이일 수 있으니, 의견이 다를 땐 '너도 맞고 나도 맞다'는 마인드로 3초만 먼저 웃어주면 갈등 순삭, 찐사랑 유지!","미술관 관람, 와인 바, 향수 공방",2026-03-07 00:25:34
丁卯(정묘),丙午(병오),95,풀악셀 불꽃 케미,섬세한 촛불 정묘와 에너제틱한 태양 병오의 만남! 두 사람 모두 화(火) 기운이 낭낭해서 만나자마자 텐션이 수직 상승하는 운명이에요. 정묘의 감각적인 무드에 병오의 화끈한 추진력이 더해지니 연애 세계관 자체가 한 편의 블록버스터급! 서로를 누구보다 뜨겁게 응원하며 화력을 보태주는 시너지 미쳤다!,"어딜 가나 주인공이 되는 화려한 커플 바이브! 핫플 정복은 기본이고, 서로의 SNS에 박제하고 싶은 인생샷을 무한 생성해주는 열정 만렙 스타일이에요.",둘 다 에너지가 너무 핫해서 가끔 감정의 온도가 끓어넘칠 수 있어요! 그럴 땐 차분한 차 한 잔이나 물멍으로 열기를 식혀주면 더 찐사랑 각!,"뮤직 페스티벌, 불멍 캠핑, 심야 드라이브",2026-03-07 00:26:27
丁卯(정묘),辛亥(신해),94,운명적 힐링 케미,"섬세한 아티스트 정묘와 쿨하고 맑은 신해의 만남! 정묘의 따뜻한 불꽃이 신해라는 차가운 바다를 만나 로맨틱한 물안개를 피워 올리는 격이에요. 두 사람의 합(合)이 워낙 쫀쫀해서 첫 대화부터 '어, 나 얘랑 전생에 뭐 있었나?' 싶을 만큼 소울메이트 각! 서로의 감성을 기가 막히게 캐치하는 시너지 미쳤다!","보는 사람도 몽글몽글해지는 서정적인 무드. 서로의 취향을 깊게 공유하고, 새벽까지 이어지는 깊은 대화가 일상인 찐사랑 스타일이에요.",둘 다 공감 능력이 너무 좋아서 가끔 같이 감성에 푹 젖을 수 있어요! 그럴 땐 텐션 업해주는 맛집 투어로 리프레시하면 애정 지수 무한 상승!,"재즈 바, 심야 영화, 아쿠아리움",2026-03-07 00:27:19
丁卯(정묘),丙辰(병진),89,햇살 뿜뿜 케미,섬세한 감성 천재 정묘와 무한 에너지를 뿜어내는 병진의 만남! 두 사람 모두 화(火) 기운이 베이스라 첫 만남부터 텐션 세계관이 일치해요. 병진의 든든한 대지 같은 에너지가 정묘의 예술가적 영감을 싹 틔워주니 시너지 미쳤다! 서로의 꿈을 무한 서포트해주는 모습이 마치 하이틴 로코 주인공 같아요.,어디서나 눈에 띄는 화려하고 생기 넘치는 바이브! 트렌디한 팝업스토어를 누비거나 서로의 '인생샷'을 찍어주며 도파민을 충전하는 힙한 연애 스타일이에요.,가끔은 서로 열정이 너무 넘쳐서 사소한 걸로 투닥거릴 수 있어요. 그럴 땐 '오히려 좋아!' 외치며 시원한 아아 한 잔 마시면 다시 찐사랑 모드 복구 완료!,"루프탑 카페, 한강 피크닉, 포토 부스 투어",2026-03-07 00:28:04
丁卯(정묘),辛酉(신유),78,밀당 천재 커플,"섬세한 감성 장인 정묘와 시크한 카리스마 신유의 만남! 불꽃과 보석이 만난 격이라 서로의 개성이 뚜렷해 텐션이 아주 쫄깃해요. 처음엔 서로 다른 바이브에 '어라?' 싶겠지만, 오히려 그 차이가 서로를 미친 듯이 궁금하게 만드는 자극제가 되는 성장형 케미! 서로의 부족한 점을 채워줄 때 시너지 미쳤다!",영화 속 주인공 같은 긴장감 넘치는 데이트 바이브! 세련된 핫플에서 서로의 룩을 칭찬하며 스파크 튀는 대화를 나누는 스타일이에요.,둘 다 예민한 촉을 가졌으니 직설적인 말보다는 예쁜 필터를 씌운 대화법이 필수! 서로의 영역을 리스펙해주면 찐사랑 소울메이트 등극 완료!,"편집숍 쇼핑, 파인 다이닝, LP 바",2026-03-07 00:28:46
戊辰(무진),丙寅(병인),88,갓생 시너지 커플,든든하고 단단한 무진(戊辰)과 화사하게 빛나는 병인(丙寅)의 만남! 병인의 따뜻한 화(火) 기운이 무진의 드넓은 대지를 비춰주니 서로가 서로의 자존감을 수직 상승시켜 주는 조합이에요. 병인이 아이디어를 던지면 무진이 현실로 만들어버리는 추진력 만렙 케미라 함께 있으면 못 할 게 없는 무적의 시너지가 폭발합니다.,서로의 목표를 응원하며 함께 성장하는 '갓생' 연애 바이브! 때로는 뜨겁게 직진하고 때로는 묵직하게 서로를 지켜주는 든든한 서포터즈 같아요. 데이트도 효율과 로망을 동시에 챙기는 편!,둘 다 에너지가 넘쳐서 가끔은 각자의 동굴이 필요할 수 있어요. 가끔은 '아무것도 안 하기' 챌린지를 통해 서로의 배터리를 충전해 주는 쉼표 타임을 가져보면 텐션이 더 오래 유지될 거예요!,"팝업 스토어 투어, 루프탑 바, 자기계발 원데이 클래스",2026-03-07 00:29:40
戊辰(무진),辛未(신미),82,보석 발굴 커플,든든한 대지인 무진(戊辰)이 반짝이는 보석 신미(辛未)를 품어주는 형상! 무진의 묵직한 안정감이 신미의 예민하고 섬세한 매력을 갓벽하게 서포트해 줘요. 서로 토(土) 기운을 공유해서인지 말하지 않아도 통하는 은근한 '소울메이트 각'이 보입니다. 신미의 톡톡 튀는 센스가 무진의 일상에 시너지 미친 재미를 더해주는 조합이에요.,겉으로는 차분해 보이지만 둘만 있으면 텐션 세계관 오픈! 무진이 넓은 마음으로 다 받아주면 신미가 애교 섞인 필살기로 보답하는 찐사랑 바이브예요. 은근히 럭셔리하고 힙한 곳을 선호하는 데이트 성향도 찰떡!,둘 다 자기 주관이 뚜렷해서 고집 부릴 땐 팽팽할 수 있어요. 그럴 땐 '누가 더 잘났나' 대결 대신 '누가 더 사랑하나' 배틀로 전환하면 해결 완료! 유연한 대화 한 스푼이면 케미 폭발 보장해요.,"전시회 관람, 오마카세, 야경 맛집 드라이브",2026-03-07 00:30:26
戊辰(무진),丙子(병자),92,보습 광채 케미,든든한 대지 무진(戊辰)과 반짝이는 호수 위 태양 병자(丙子)의 만남! 무진이 병자의 넘치는 열정을 차분하게 담아주니 정서적 안정감이 미쳤어요. 서로 부족한 오행 에너지를 갓벽하게 채워주는 상생 시너지가 폭발해서 함께 있을 때 본인들의 포텐셜이 최대치로 올라가는 소울메이트 각입니다.,무진의 묵직한 다정함과 병자의 톡톡 튀는 센스가 만나서 영화 한 편 찍는 바이브! 낮에는 각자 갓생 살고 밤에는 딥한 대화로 힐링하는 으른 연애의 정석을 보여줘요.,가끔 무진이 너무 진지해지거나 병자가 너무 직진할 때가 있어요. 그럴 땐 귀여운 이모티콘 하나로 분위기를 환기해 보세요! 서로의 속도 차이를 인정하면 텐션 유지 쌉가능입니다.,"물멍 호수 산책, LP바, 야경 스팟",2026-03-07 00:31:04
戊辰(무진),辛巳(신사),85,명품 광채 케미,든든한 대지인 무진(戊辰)이 화려한 보석 신사(辛巳)를 만나 귀하게 대접해 주는 소울메이트 각! 신사의 뜨거운 열정이 무진의 묵직함을 자극해 잠재력을 깨워주는 시너지 미쳤다.. 서로의 에너지가 토생금(土生金)으로 흐르니 만나기만 해도 운빨 상승하는 럭키한 조합이에요.,세련된 무드가 흐르는 힙한 연애 스타일! 무진이 묵묵히 기둥이 되어주면 신사가 센스 있는 리드로 텐션을 끌어올려요. 남들 눈에 '저 커플 좀 친다' 소리 듣는 고자극 바이브 그 자체입니다.,둘 다 자기 주관이 뚜렷해서 가끔 고집 배틀이 붙을 수 있어요. 그럴 땐 '누가 더 쿨한가' 대결로 전환해 보세요! 서로의 프라이드를 리스펙해 주면 더 끈끈한 찐사랑으로 업그레이드!,"성수동 팝업 투어, 와인 바, 하이엔드 다이닝",2026-03-07 00:31:52
戊辰(무진),丙戌(병술),80,파워 성장형 커플,"든든한 대지 무진(戊辰)과 뜨거운 태양 병술(丙戌)이 만난 역대급 에너지 조합! 서로의 존재감이 너무 뚜렷해서 처음엔 불꽃 튀는 텐션이 폭발하지만, 알면 알수록 서로를 강하게 단련시켜 주는 시너지 미쳤다.. 병술의 화끈한 열정이 무진을 자극해 함께 있으면 인생의 레벨업이 빨라지는 '갓생' 소울메이트 각이에요.",서로의 고집마저 리스펙해 주는 쿨한 연애 바이브! 같이 있으면 세상 당당해지는 무적의 분위기가 흘러요. 솔직담백하게 감정을 표현하며 서로에게 가장 든든한 내 편이 되어주는 찐사랑 스타일입니다.,"둘 다 자기 주장이 강해 가끔 의견 충돌이 일어날 수 있지만, 그건 서로에게 진심이라는 증거! '누가 이기나'보다 '우리 어떻게 더 잘될까'에 집중하면 연애 텐션 세계관 최강자 등극!","크로스핏/테니스, 루프탑 파티, 인생네컷 투어",2026-03-07 00:32:43
戊辰(무진),辛卯(신묘),84,보석 숲 커플,묵직하고 든든한 대지인 무진(戊辰) 위에 싱그러운 나무와 반짝이는 보석이 놓인 형상! 무진의 넓은 품이 신묘(辛卯)의 섬세하고 예민한 감각을 갓벽하게 안아주니 안정감 미쳤다.. 서로 다른 오행 에너지가 만나 부족한 부분을 채워주며 텐션 세계관을 확장하는 성장형 소울메이트 각이에요.,무진의 듬직함과 신묘의 톡톡 튀는 센스가 만나서 완성되는 힙한 로맨틱 바이브! 같이 있을 때 서로의 자존감을 수직 상승시켜 주는 칭찬 감옥 연애를 즐기는 스타일이에요.,"무진의 묵묵함이 가끔 신묘에게는 서운함으로, 신묘의 예민함이 무진에게는 물음표로 보일 수 있어요. 그럴 땐 '오늘 기분 한 줄 요약'으로 소통하면 찐사랑 텐션 유지 쌉가능!","식물원 카페 투어, 도자기 공방, 야경 스팟 산책",2026-03-07 00:33:30
戊辰(무진),丙申(병신),95,황금빛 시너지,"든든한 대지 무진(戊辰)과 뜨거운 태양 아래 재주 많은 원숭이 병신(丙申)의 만남! 무진의 묵직한 안정감이 병신의 화려한 재능을 갓벽하게 서포트해 주니 시너지가 미쳤다.. 병신의 화(火) 기운이 무진을 따뜻하게 데워주고, 무진은 병신의 결실을 단단하게 지켜주는 소울메이트 각! 함께 있으면 재물운까지 떡상하는 황금 조합이에요.",무진이 묵묵히 기둥이 되어주면 병신이 톡톡 튀는 이벤트로 텐션을 확 올리는 스타일! 서로의 능력을 리스펙하며 같이 '갓생' 사는 모습이 남들에겐 워너비 커플 그 자체예요.,병신의 저세상 추진력에 무진이 가끔 숨 가쁠 수 있어요. 그럴 땐 무진의 속도에 맞춰 한 템포 쉬어가는 '슬로우 데이'를 가져보세요. 서로의 템포만 맞추면 찐사랑 유효기간 무제한!,"팝업 스토어, 야구장 직관, 호텔 라운지",2026-03-07 00:34:09
戊辰(무진),辛丑(신축),78,보석함 커플,든든한 대지 무진(戊辰)과 그 속에서 반짝이는 보석 신축(辛丑)의 만남! 두 사람 모두 토(土) 기운을 머금고 있어 말이 잘 통하고 안정감이 미쳤어요. 무진의 넓은 품이 신축의 예민하면서도 고귀한 매력을 갓벽하게 지켜주니 시너지가 폭발하는 조합! 서로의 가치를 누구보다 잘 알아봐 주는 찐사랑 소울메이트 각입니다.,"화려한 겉모습보다 우리만의 딥한 세계관을 공유하는 스타일! 조용하지만 강한 텐션이 흐르고, 서로의 갓생을 리스펙하며 묵묵히 서포트해 주는 든든한 연애 바이브예요.",둘 다 속마음을 꽁꽁 숨기는 '포커페이스 천재'일 수 있어요. 가끔은 간질간질한 애정 표현을 먼저 던져주는 센스! 솔직한 대화 한 스푼이면 케미가 더 반짝일 거예요.,"프라이빗 전시회, LP바, 공방 데이트",2026-03-07 00:34:52
